 Device Time,Trip Time(Since journey start)(s),Engine RPM(rpm),Speed (OBD)(km/h),Engine kW (At the wheels)(kW),Torque(Nm),Gear Status,Power/ Torque,W,H/J
49:25.1,1588,1488.75,19,5.67503023,36.4005928,,155.9048849,155.9642857,0.999619138
49:26.1,1589,1731,21,5.67503023,36.4005928,,155.9048849,181.3428571,0.859724432
49:27.1,1590,1927,24,7.53660536,37.34703064,,201.7993193,201.8761905,0.999619216
49:28.1,1591,2162.25,27,7.8828845,34.81298828,,226.435158,226.5214286,0.99961915
49:29.1,1592,2315.25,29,7.8828845,34.81298828,,226.435158,242.55,0.933560742
49:30.1,1593,2392.25,30,5.73582506,22.89556503,,250.5212277,250.6166667,0.999619183
49:31.1,1594,2443.25,30,5.73582506,22.89556503,,250.5212277,255.9595238,0.978753296
49:32.1,1595,2504.5,31,5.73582506,22.89556503,,250.5212277,262.3761905,0.954816926
49:33.1,1596,2552,32,4.10544968,15.36180019,,267.2505585,267.352381,0.999619145
49:34.1,1597,2581.75,32,4.10544968,15.36180019,,267.2505585,270.4690476,0.988100342
49:35.1,1598,2539,31,4.10544968,15.36180019,,267.2505585,265.9904762,1.004737321
49:36.1,1599,2234.25,28,-,-,,#VALUE!,234.0642857,#VALUE!
49:37.1,1600,2070.5,26,-,-,,#VALUE!,216.9095238,#VALUE!
49:38.1,1601,1997.25,25,-,-,,#VALUE!,209.2357143,#VALUE!
49:39.1,1602,1851,23,-,-,,#VALUE!,193.9142857,#VALUE!
49:40.1,1603,1685.5,22,-,-,,#VALUE!,176.5761905,#VALUE!
49:41.1,1604,1685.5,21,-,-,,#VALUE!,176.5761905,#VALUE!
49:42.1,1605,1532.5,20,-,-,,#VALUE!,160.547619,#VALUE!
49:43.1,1606,1461.75,19,-,-,,#VALUE!,153.1357143,#VALUE!
49:44.1,1607,1551.25,19,-,-,,#VALUE!,162.5119048,#VALUE!
49:45.1,1608,1378,17,-,-,,#VALUE!,144.3619048,#VALUE!
49:46.1,1609,1444.75,18,-,-,,#VALUE!,151.3547619,#VALUE!
49:47.1,1610,1707.25,21,6.03329468,33.74577713,,178.786657,178.8547619,0.999619217
49:48.1,1611,1916.5,24,6.03329468,33.74577713,,178.786657,200.7761905,0.890477385
49:49.1,1612,2102,26,8.01552963,36.41342926,,220.1256458,220.2095238,0.999619099
49:50.1,1613,2232,28,5.18815231,22.19629478,,233.7395661,233.8285714,0.999619356
49:51.1,1614,2099.5,26,5.18815231,22.19629478,,233.7395661,219.947619,1.062705598
49:52.1,1615,1938.5,24,5.18815231,22.19629478,,233.7395661,203.0809524,1.150967451
49:53.1,1616,1621.25,20,5.18815231,22.19629478,,233.7395661,169.8452381,1.376191459
49:54.1,1617,1409.25,17,-,-,,#VALUE!,147.6357143,#VALUE!
49:55.1,1618,1300.25,16,-,-,,#VALUE!,136.2166667,#VALUE!
49:56.1,1619,1195.25,15,-,-,,#VALUE!,125.2166667,#VALUE!
49:57.1,1620,1114.75,14,-,-,,#VALUE!,116.7833333,#VALUE!
49:58.1,1621,1030.25,12,-,-,,#VALUE!,107.9309524,#VALUE!
49:59.1,1622,905.25,11,-,-,,#VALUE!,94.83571429,#VALUE!
50:00.1,1623,740,10,-,-,,#VALUE!,77.52380952,#VALUE!
50:01.1,1624,1049.25,14,2.15433836,19.60635948,,109.8795706,109.9214286,0.999619201
50:02.1,1625,1375.5,17,2.15433836,19.60635948,,109.8795706,144.1,0.762523043
50:03.1,1626,1668.25,21,8.82692051,50.52544022,,174.7024958,174.7690476,0.999619202
50:04.1,1627,1815.5,23,4.43673038,23.33612633,,190.12283,190.1952381,0.999619296
50:05.1,1628,1306,21,4.43673038,23.33612633,,190.12283,136.8190476,1.389593287
50:06.1,1629,1054.75,19,4.43673038,23.33612633,,190.12283,110.497619,1.720605672
50:07.1,1630,1251.25,17,-,-,,#VALUE!,131.0833333,#VALUE!
50:08.1,1631,1251.25,17,-,-,,#VALUE!,131.0833333,#VALUE!
50:09.1,1632,1448.75,18,-,-,,#VALUE!,151.7738095,#VALUE!
50:10.1,1633,1545.5,19,2.45510721,15.16922951,,161.8478518,161.9095238,0.999619096
50:11.1,1634,1650.25,19,2.45510721,15.16922951,,161.8478518,172.8833333,0.936168043
50:12.1,1635,1745.25,22,3.8158412,22.08017731,,172.8175071,182.8357143,0.945206509
50:13.1,1636,1839.75,23,2.76216674,14.33682823,,192.6623306,192.7357143,0.999619252
50:14.1,1637,1969,23,2.76216674,14.33682823,,192.6623306,206.2761905,0.934001787
50:15.1,1638,2052,26,4.55415869,22.08637619,,206.197642,214.9714286,0.959186266
50:16.1,1639,2124.75,26,1.58411765,7.11937094,,222.5080928,222.5928571,0.999619196
50:17.1,1640,2212,26,1.58411765,7.11937094,,222.5080928,231.7333333,0.960190274
50:18.1,1641,2304.5,29,4.93022346,21.28352356,,231.6450773,241.4238095,0.959495576
50:19.1,1642,1629.25,28,4.93022346,21.28352356,,231.6450773,170.6833333,1.357162839
50:20.1,1643,1072.75,28,4.93022346,21.28352356,,231.6450773,112.3833333,2.061204899
50:21.1,1644,991.75,24,-,-,,#VALUE!,103.897619,#VALUE!
50:22.1,1645,1945.75,24,-,-,,#VALUE!,203.8404762,#VALUE!
50:23.1,1646,2208.25,24,-,-,,#VALUE!,231.3404762,#VALUE!
50:24.1,1647,2402.25,30,9.72569561,42.05662918,,231.2523804,251.6642857,0.918892324
50:25.1,1648,2564,32,8.04840469,29.97463036,,268.5072207,268.6095238,0.999619138
50:26.1,1649,2559.75,34,6.32702494,23.60282707,,268.0621657,268.1642857,0.999619188
50:27.1,1650,1685.5,33,6.32702494,23.60282707,3,268.0621657,176.5761905,1.518110482
50:28.1,1651,1313.25,33,6.32702494,23.60282707,,268.0621657,137.5785714,1.948429635
50:29.1,1652,1743.75,33,6.32702494,23.60282707,,268.0621657,182.6785714,1.467397974
50:30.1,1653,1784.25,33,-,-,,#VALUE!,186.9214286,#VALUE!
50:31.1,1654,1824,34,2.20458484,11.54154587,,191.01296,191.0857143,0.999619259
50:32.1,1655,1811,33,2.20458484,11.54154587,,191.01296,189.7238095,1.00679488
50:33.1,1656,1787,33,2.20458484,11.54154587,,191.01296,187.2095238,1.020316468
50:34.1,1657,1727.25,32,2.20458484,11.54154587,,191.01296,180.95,1.055611827
50:35.1,1658,1722.75,31,-,-,,#VALUE!,180.4785714,#VALUE!
50:36.1,1659,1664.75,31,-,-,,#VALUE!,174.402381,#VALUE!
50:37.1,1660,1639.5,30,-,-,,#VALUE!,171.7571429,#VALUE!
50:38.1,1661,1611.5,30,-,-,,#VALUE!,168.8238095,#VALUE!
50:39.1,1662,1602.75,29,-,-,,#VALUE!,167.9071429,#VALUE!
50:40.1,1663,1602.75,30,-,-,,#VALUE!,167.9071429,#VALUE!
50:41.1,1664,1640.5,31,2.89435101,16.7454834,,172.8436821,171.8619048,1.005712595
50:42.1,1665,1528.25,28,2.89435101,16.7454834,,172.8436821,160.102381,1.079582209
50:43.1,1666,1325.5,28,2.89435101,16.7454834,,172.8436821,138.8619048,1.244716342
50:44.1,1667,1343,26,-,-,,#VALUE!,140.6952381,#VALUE!
50:45.1,1668,1531,29,7.08759642,44.20647049,,160.3293894,160.3904762,0.999619137
50:46.1,1669,1794.25,33,12.65239811,67.33672333,,187.8974426,187.9690476,0.99961906
50:47.1,1670,1966.25,36,12.65239811,67.33672333,,187.8974426,205.9880952,0.912176223
50:48.1,1671,2041.75,38,12.25355148,57.308815,,213.8161726,213.897619,0.999619227
50:49.1,1672,1998,37,12.25355148,57.308815,,213.8161726,209.3142857,1.021507786
50:50.1,1673,1873.75,35,12.25355148,57.308815,,213.8161726,196.297619,1.08924486
50:51.1,1674,1711,32,12.25355148,57.308815,,213.8161726,179.247619,1.192853628
50:52.1,1675,1492,28,-,-,,#VALUE!,156.3047619,#VALUE!
50:53.1,1676,1345,25,-,-,,#VALUE!,140.9047619,#VALUE!
50:54.1,1677,1278.75,24,-,-,,#VALUE!,133.9642857,#VALUE!
50:55.1,1678,1192,22,-,-,,#VALUE!,124.8761905,#VALUE!
50:56.1,1679,1165,21,-,-,,#VALUE!,122.047619,#VALUE!
50:57.1,1680,1109.25,20,-,-,,#VALUE!,116.2071429,#VALUE!
50:58.1,1681,1031.5,20,-,-,,#VALUE!,108.0619048,#VALUE!
50:59.1,1682,989.75,18,-,-,,#VALUE!,103.6880952,#VALUE!
51:00.1,1683,904,18,-,-,,#VALUE!,94.7047619,#VALUE!
51:01.1,1684,992.75,18,-,-,,#VALUE!,104.002381,#VALUE!
51:02.1,1685,1079,20,3.9984467,35.38603592,,112.9950444,113.0380952,0.999619148
51:03.1,1686,1249.25,23,6.940135,53.04941177,,130.8239765,130.8738095,0.999619229
51:04.1,1687,1393,26,6.940135,53.04941177,,130.8239765,145.9333333,0.896463978
51:05.1,1688,1524.75,28,9.06682014,56.78300858,,159.674881,159.7357143,0.999619163
51:06.1,1689,1666,31,8.90629196,51.04861069,,174.4668824,174.5333333,0.999619265
51:07.1,1690,1728,32,8.90629196,51.04861069,,174.4668824,181.0285714,0.963753296
51:08.1,1691,1717.75,31,8.90629196,51.04861069,,174.4668824,179.9547619,0.969504116
51:09.1,1692,1842.25,34,9.72507954,50.40882492,,192.9241468,192.997619,0.99961931
51:10.1,1693,1904.5,35,9.72507954,50.40882492,,192.9241468,199.5190476,0.966946009
51:11.1,1694,1830.5,34,9.72507954,50.40882492,,192.9241468,191.7666667,1.006035878
51:12.1,1695,1732.75,32,9.72507954,50.40882492,,192.9241468,181.5261905,1.062789597
51:13.1,1696,1624.25,30,-,-,,#VALUE!,170.1595238,#VALUE!
51:14.1,1697,1525.75,30,-,-,,#VALUE!,159.8404762,#VALUE!
51:15.1,1698,1475.75,27,-,-,,#VALUE!,154.602381,#VALUE!
51:16.1,1699,1478,28,-,-,,#VALUE!,154.8380952,#VALUE!
51:17.1,1700,1533.25,28,-,-,,#VALUE!,160.6261905,#VALUE!
51:18.1,1701,1543.75,28,-,-,,#VALUE!,161.7261905,#VALUE!
51:19.1,1702,1553.25,28,-,-,,#VALUE!,162.7214286,#VALUE!
51:20.1,1703,1501.5,28,-,-,,#VALUE!,157.3,#VALUE!
51:21.1,1704,1524,28,-,-,,#VALUE!,159.6571429,#VALUE!
51:22.1,1705,1564,29,1.86139047,11.36482525,,163.7852258,163.847619,0.9996192
51:23.1,1706,1660,31,5.80375051,33.38586807,,173.8385384,173.9047619,0.999619197
51:24.1,1707,1719.25,32,5.80375051,33.38586807,,173.8385384,180.1119048,0.965169619
51:25.1,1708,1710.5,32,2.04060721,11.39195824,,179.1269918,179.1952381,0.999619151
51:26.1,1709,1636,30,2.04060721,11.39195824,,179.1269918,171.3904762,1.045139705
51:27.1,1710,1564.5,29,2.04060721,11.39195824,,179.1269918,163.9,1.09290416
51:28.1,1711,1500,27,2.04060721,11.39195824,,179.1269918,157.1428571,1.139899039
51:29.1,1712,1290.75,24,-,-,,#VALUE!,135.2214286,#VALUE!
51:30.1,1713,988.75,18,-,-,,#VALUE!,103.5833333,#VALUE!
51:31.1,1714,922,18,-,-,,#VALUE!,96.59047619,#VALUE!
51:32.1,1715,882.5,15,-,-,2,#VALUE!,92.45238095,#VALUE!
51:33.1,1716,1068.75,14,-,-,,#VALUE!,111.9642857,#VALUE!
51:34.1,1717,1038.75,13,-,-,,#VALUE!,108.8214286,#VALUE!
51:35.1,1718,1151,14,-,-,,#VALUE!,120.5809524,#VALUE!
51:36.1,1719,1253.75,16,3.05010962,23.23092651,,131.2952206,131.3452381,0.99961919
51:37.1,1720,1432,18,3.51299667,23.42592621,,149.9619114,150.0190476,0.99961914
51:38.1,1721,1565.5,20,3.51299667,23.42592621,,149.9619114,164.0047619,0.914375349
51:39.1,1722,1705.5,22,5.54619455,31.0531311,,178.6033921,178.6714286,0.999619209
51:40.1,1723,2071.5,26,9.52081585,43.8885498,,216.9316574,217.0142857,0.99961925
51:41.1,1724,2321.75,29,9.52081585,43.8885498,,216.9316574,243.2309524,0.891875213
51:42.1,1725,2639,33,12.32281494,44.58949661,,276.3613828,276.4666667,0.99961918
51:43.1,1726,2816,35,12.32281494,44.58949661,,276.3613828,295.0095238,0.936788003
51:44.1,1727,2957.25,37,9.47697735,30.60157967,,309.689155,309.8071429,0.999619157
51:45.1,1728,3101.5,39,7.25122452,22.32552147,,324.7953034,324.9190476,0.999619154
51:46.1,1729,2248.5,38,7.25122452,22.32552147,,324.7953034,235.5571429,1.378838695
51:47.1,1730,1939.5,37,7.25122452,22.32552147,,324.7953034,203.1857143,1.598514465
51:48.1,1731,2060,38,3.52355099,16.33335304,3,215.7273514,215.8095238,0.999619236
51:49.1,1732,2113.75,39,3.52355099,16.33335304,,215.7273514,221.4404762,0.974200178
51:50.1,1733,2057,38,3.52355099,16.33335304,,215.7273514,215.4952381,1.001077115
51:51.1,1734,1942.75,37,3.52355099,16.33335304,,215.7273514,203.5261905,1.059948849
51:52.1,1735,1942.75,36,-,-,,#VALUE!,203.5261905,#VALUE!
51:53.1,1736,1785.75,34,-,-,,#VALUE!,187.0785714,#VALUE!
51:54.1,1737,1732.25,32,-,-,,#VALUE!,181.4738095,#VALUE!
51:55.1,1738,1773,32,-,-,,#VALUE!,185.7428571,#VALUE!
51:56.1,1739,1868.5,35,3.16590834,17.05106926,,185.6721295,195.747619,0.948528163
51:57.1,1740,1942.75,36,6.54694796,32.17984772,,203.448693,203.5261905,0.999619226
51:58.1,1741,1958.25,36,6.54694796,32.17984772,,203.448693,205.15,0.99170701
51:59.1,1742,1922.75,36,6.54694796,32.17984772,,203.448693,201.4309524,1.010017034
52:00.1,1743,1831.75,35,6.54694796,32.17984772,,203.448693,191.897619,1.060193941
52:01.1,1744,1819,34,-,-,,#VALUE!,190.5619048,#VALUE!
52:02.1,1745,1860.75,34,-,-,,#VALUE!,194.9357143,#VALUE!
52:03.1,1746,1894.25,35,1.88665795,9.51081944,,198.3696528,198.4452381,0.999619112
52:04.1,1747,1909,35,1.88665795,9.51081944,,198.3696528,199.9904762,0.991895497
52:05.1,1748,1928.5,36,2.32172394,11.49616432,,201.9563983,202.0333333,0.999619196
52:06.1,1749,1895.25,35,2.32172394,11.49616432,,201.9563983,198.55,1.017156375
52:07.1,1750,1905,35,2.32172394,11.49616432,,201.9563983,199.5714286,1.011950457
52:08.1,1751,1905,35,2.32172394,11.49616432,,201.9563983,199.5714286,1.011950457
52:09.1,1752,1958.75,36,1.57381105,7.67247725,,205.1242381,205.202381,0.999619191
52:10.1,1753,2001.5,37,1.57381105,7.67247725,,205.1242381,209.6809524,0.978268344
52:11.1,1754,1968.75,36,1.57381105,7.67247725,,205.1242381,206.25,0.99454176
52:12.1,1755,1937,35,-,-,,#VALUE!,202.9238095,#VALUE!
52:13.1,1756,1831.25,35,-,-,,#VALUE!,191.8452381,#VALUE!
52:14.1,1757,1812.25,33,-,-,,#VALUE!,189.8547619,#VALUE!
52:15.1,1758,1658.75,32,-,-,,#VALUE!,173.7738095,#VALUE!
52:16.1,1759,1698,31,-,-,,#VALUE!,177.8857143,#VALUE!
52:17.1,1760,1729.75,32,-,-,,#VALUE!,181.2119048,#VALUE!
52:18.1,1761,1812.5,33,3.70562649,19.52295876,,189.8086522,189.8809524,0.999619234
52:19.1,1762,1897.25,35,3.70562649,19.52295876,,189.8086522,198.7595238,0.954966326
52:20.1,1763,1862.5,35,3.90786815,20.03575134,,195.0447519,195.1190476,0.999619229
52:21.1,1764,1882,35,3.90786815,20.03575134,,195.0447519,197.1619048,0.989261857
52:22.1,1765,1942,36,1.97706521,9.72151089,,203.3701584,203.447619,0.99961926
52:23.1,1766,1902.25,35,1.97706521,9.72151089,,203.3701584,199.2833333,1.020507611
52:24.1,1767,1804.75,33,1.97706521,9.72151089,,203.3701584,189.0690476,1.07563962
52:25.1,1768,1707.25,32,1.97706521,9.72151089,,203.3701584,178.8547619,1.137068738
52:26.1,1769,1453,27,-,-,,#VALUE!,152.2190476,#VALUE!
52:27.1,1770,1401.75,25,-,-,,#VALUE!,146.85,#VALUE!
52:28.1,1771,1481.5,25,-,-,,#VALUE!,155.2047619,#VALUE!
52:29.1,1772,1427.25,27,5.52922869,35.63895416,,155.1456495,149.5214286,1.037614815
52:30.1,1773,1255,26,5.52922869,35.63895416,,155.1456495,131.4761905,1.180028482
52:31.1,1774,1347.25,24,5.52922869,35.63895416,,155.1456495,141.1404762,1.09922861
52:32.1,1775,1494,25,-,-,,#VALUE!,156.5142857,#VALUE!
52:33.1,1776,1633.75,28,5.98948717,38.28256989,,156.4546786,171.1547619,0.914112333
52:34.1,1777,1769.75,31,9.70656872,56.73383713,,171.0895862,185.402381,0.922801451
52:35.1,1778,1769.75,33,9.70656872,56.73383713,,171.0895862,185.402381,0.922801451
52:36.1,1779,1806,33,3.46603131,18.32638359,,189.1279473,189.2,0.999619172
52:37.1,1780,1678.5,32,3.46603131,18.32638359,,189.1279473,175.8428571,1.075550923
52:38.1,1781,1600.75,30,3.46603131,18.32638359,,189.1279473,167.697619,1.127791488
52:39.1,1782,1499.75,30,3.46603131,18.32638359,,189.1279473,157.1166667,1.203742107
52:40.1,1783,1392.25,28,-,-,,#VALUE!,145.8547619,#VALUE!
52:41.1,1784,1381,25,-,-,,#VALUE!,144.6761905,#VALUE!
52:42.1,1785,1411.25,26,-,-,,#VALUE!,147.8452381,#VALUE!
52:43.1,1786,1451.75,27,3.17201543,20.86437988,,152.0301801,152.0880952,0.9996192
52:44.1,1787,1540,28,3.17201543,20.86437988,,152.0301801,161.3333333,0.942335827
52:45.1,1788,1630.75,30,5.15767765,30.20152473,,170.7754061,170.8404762,0.999619118
52:46.1,1789,1626.25,30,5.15767765,30.20152473,,170.7754061,170.3690476,1.002385166
52:47.1,1790,1572.25,29,5.15767765,30.20152473,,170.7754061,164.7119048,1.036812769
52:48.1,1791,1593.75,29,5.15767765,30.20152473,,170.7754061,166.9642857,1.022825962
52:49.1,1792,1580.75,29,-,-,,#VALUE!,165.602381,#VALUE!
52:50.1,1793,1575.75,29,-,-,,#VALUE!,165.0785714,#VALUE!
52:51.1,1794,1484,28,-,-,,#VALUE!,155.4666667,#VALUE!
52:52.1,1795,1367.25,27,-,-,,#VALUE!,143.2357143,#VALUE!
52:53.1,1796,1217.25,23,-,-,,#VALUE!,127.5214286,#VALUE!
52:54.1,1797,1233.5,22,-,-,,#VALUE!,129.2238095,#VALUE!
52:55.1,1798,1269.25,23,-,-,,#VALUE!,132.9690476,#VALUE!
52:56.1,1799,1397,26,5.98538256,40.91264343,,146.2966472,146.352381,0.999619181
52:57.1,1800,1435,26,5.98538256,40.91264343,,146.2966472,150.3333333,0.973148429
52:58.1,1801,1289.75,24,5.98538256,40.91264343,,146.2966472,135.1166667,1.082743164
52:59.1,1802,1177.75,22,5.98538256,40.91264343,,146.2966472,123.3833333,1.185708338
53:00.1,1803,1214.25,22,-,-,,#VALUE!,127.2071429,#VALUE!
53:01.1,1804,1274.5,22,-,-,,#VALUE!,133.5190476,#VALUE!
53:02.1,1805,1112.25,21,-,-,2,#VALUE!,116.5214286,#VALUE!
53:03.1,1806,1422.5,20,-,-,,#VALUE!,149.0238095,#VALUE!
53:04.1,1807,1676.75,21,2.24161839,12.76601601,,175.592635,175.6595238,0.999619213
53:05.1,1808,1823.25,23,2.24161839,12.76601601,,175.592635,191.0071429,0.919298789
53:06.1,1809,1874.5,23,2.47837305,12.62534332,,196.3014381,196.3761905,0.999619341
53:07.1,1810,1998,25,2.47837305,12.62534332,,196.3014381,209.3142857,0.937831058
53:08.1,1811,2178.5,27,5.7133522,25.0435257,,228.1368953,228.2238095,0.999619171
53:09.1,1812,2281.75,29,5.7133522,25.0435257,,228.1368953,239.0404762,0.954386048
53:10.1,1813,2373.5,30,5.14675665,20.70648766,,248.5576856,248.652381,0.999619166
53:11.1,1814,2371.25,29,5.14675665,20.70648766,,248.5576856,248.4166667,1.000567671
53:12.1,1815,2260.25,28,5.14675665,20.70648766,,248.5576856,236.7880952,1.049705161
53:13.1,1816,2128.75,26,5.14675665,20.70648766,,248.5576856,223.0119048,1.114548956
53:14.1,1817,1748.5,22,-,-,,#VALUE!,183.1761905,#VALUE!
53:15.1,1818,1416,18,-,-,,#VALUE!,148.3428571,#VALUE!
53:16.1,1819,1356.5,17,-,-,,#VALUE!,142.1095238,#VALUE!
53:17.1,1820,1521.5,19,-,-,,#VALUE!,159.3952381,#VALUE!
53:18.1,1821,1537,19,2.14918327,13.48849583,,159.3345394,161.0190476,0.989538454
53:19.1,1822,1562.5,19,2.14918327,13.48849583,,159.3345394,163.6904762,0.973389186
53:20.1,1823,1531.5,19,2.14918327,13.48849583,,159.3345394,160.4428571,0.993092134
53:21.1,1824,1605.75,20,-,-,,#VALUE!,168.2214286,#VALUE!
53:22.1,1825,1800.5,23,5.12546253,27.18328857,,188.551967,188.6238095,0.999619123
53:23.1,1826,1960.25,25,5.15384722,25.10626602,,205.2813117,205.3595238,0.999619145
53:24.1,1827,2005.25,25,5.15384722,25.10626602,,205.2813117,210.0738095,0.9771866
53:25.1,1828,1711.5,25,5.15384722,25.10626602,,205.2813117,179.3,1.144904137
53:26.1,1829,1363.75,17,-,-,,#VALUE!,142.8690476,#VALUE!
53:27.1,1830,1363.75,17,-,-,,#VALUE!,142.8690476,#VALUE!
53:28.1,1831,1064.75,13,-,-,,#VALUE!,111.5452381,#VALUE!
53:29.1,1832,929,12,-,-,,#VALUE!,97.32380952,#VALUE!
53:30.1,1833,993.75,12,-,-,,#VALUE!,104.1071429,#VALUE!
53:31.1,1834,954.5,12,-,-,,#VALUE!,99.9952381,#VALUE!
53:32.1,1835,969.75,12,-,-,,#VALUE!,101.5928571,#VALUE!
53:33.1,1836,1152.25,14,1.40291798,11.62646294,,120.6659314,120.7119048,0.999619148
53:34.1,1837,1361.5,17,5.35920048,37.58758163,,142.5790181,142.6333333,0.999619196
53:35.1,1838,1561,20,6.46854591,39.56997681,,163.4710564,163.5333333,0.999619179
53:36.1,1839,1762.75,22,4.63263941,25.09572792,,184.5987263,184.6690476,0.999619204
53:37.1,1840,1910.5,24,4.87787676,24.38068008,,200.0713985,200.147619,0.999619178
53:38.1,1841,2017,25,2.62450552,12.42520618,,211.2243034,211.3047619,0.99961923
53:39.1,1842,2151,27,5.26474333,23.37215805,,225.2570481,225.3428571,0.999619207
53:40.1,1843,2345.75,29,6.06528139,24.69057846,,245.6516521,245.7452381,0.999619175
53:41.1,1844,2533.5,32,6.06528139,24.69057846,,245.6516521,265.4142857,0.92554043
53:42.1,1845,2748.5,35,11.74788952,40.81559753,,287.828434,287.9380952,0.99961915
53:43.1,1846,1758,35,11.74788952,40.81559753,,287.828434,184.1714286,1.562828916
53:44.1,1847,1894.25,35,11.74788952,40.81559753,,287.828434,198.4452381,1.450417439
53:45.1,1848,1979.5,37,4.58625221,22.12404251,,207.2972066,207.3761905,0.999619127
53:46.1,1849,2106.75,39,7.26999283,32.95209122,,220.6231095,220.7071429,0.999619254
53:47.1,1850,2179,40,7.26999283,32.95209122,,220.6231095,228.2761905,0.966474467
53:48.1,1851,2260,42,7.5241046,31.79130936,,236.671743,236.7619048,0.999619188
53:49.1,1852,2346.25,43,4.15851355,16.92489052,,245.7040148,245.797619,0.999619181
53:50.1,1853,2394,44,4.15851355,16.92489052,,245.7040148,250.8,0.97968108
53:51.1,1854,2429.75,45,5.63934708,22.16303635,,254.4483071,254.5452381,0.999619199
53:52.1,1855,2438.25,45,5.63934708,22.16303635,3,254.4483071,255.4357143,0.99613442
53:53.1,1856,2421.75,44,5.63934708,22.16303635,,254.4483071,253.7071429,1.002921338
53:54.1,1857,2326.5,43,5.63934708,22.16303635,,254.4483071,243.7285714,1.043982269
53:55.1,1858,2229.25,41,-,-,,#VALUE!,233.5404762,#VALUE!
53:56.1,1859,2114.5,39,-,-,,#VALUE!,221.5190476,#VALUE!
53:57.1,1860,1991.25,37,-,-,,#VALUE!,208.6071429,#VALUE!
53:58.1,1861,1828.75,34,-,-,,#VALUE!,191.5833333,#VALUE!
53:59.1,1862,1656.5,30,-,-,,#VALUE!,173.5380952,#VALUE!
54:00.1,1863,1447.5,27,-,-,,#VALUE!,151.6428571,#VALUE!
54:01.1,1864,1215,23,-,-,,#VALUE!,127.2857143,#VALUE!
54:02.1,1865,1215,23,-,-,,#VALUE!,127.2857143,#VALUE!
54:03.1,1866,952,18,-,-,,#VALUE!,99.73333333,#VALUE!
54:04.1,1867,856.75,16,-,-,,#VALUE!,89.7547619,#VALUE!
54:05.1,1868,881.25,17,-,-,,#VALUE!,92.32142857,#VALUE!
54:06.1,1869,1039,19,3.88357615,35.69261169,,108.8061637,108.847619,0.999619143
54:07.1,1870,1077,20,1.87542796,16.62825775,,112.785596,112.8285714,0.999619108
54:08.1,1871,1040.5,16,1.87542796,16.62825775,,112.785596,109.0047619,1.034685036
54:09.1,1872,974,14,1.87542796,16.62825775,,112.785596,102.0380952,1.105328316
54:10.1,1873,948.25,13,-,-,2,#VALUE!,99.34047619,#VALUE!
54:11.1,1874,927.75,12,-,-,,#VALUE!,97.19285714,#VALUE!
54:12.1,1875,1662.75,12,-,-,,#VALUE!,174.1928571,#VALUE!
54:13.1,1876,1914,13,1.20957828,6.94654751,,174.1265396,200.5142857,0.86839967
54:14.1,1877,1914,14,1.20957828,6.94654751,,174.1265396,200.5142857,0.86839967
54:15.1,1878,1497,17,3.44867563,21.99847603,,156.7688428,156.8285714,0.999619147
54:16.1,1879,1511.75,19,3.84357691,24.278265,,158.3134919,158.3738095,0.999619144
54:17.1,1880,1715,21,4.20875311,23.43426514,,179.5982543,179.6666667,0.999619226
54:18.1,1881,1775.5,22,2.24414182,12.06956577,,185.9339319,186.0047619,0.999619203
54:19.1,1882,1802.5,22,2.24414182,12.06956577,,185.9339319,188.8333333,0.984645712
54:20.1,1883,1811.5,22,2.24414182,12.06956577,,185.9339319,189.7761905,0.979753737
54:21.1,1884,1674,21,-,-,,#VALUE!,175.3714286,#VALUE!
54:22.1,1885,1596.5,20,-,-,,#VALUE!,167.252381,#VALUE!
54:23.1,1886,1706.75,21,2.19604802,12.28666306,,178.7342918,178.802381,0.999619193
54:24.1,1887,1737.25,22,2.04698205,11.25158596,,181.9283128,181.997619,0.999619191
54:25.1,1888,1613.5,20,2.04698205,11.25158596,,181.9283128,169.0333333,1.076286607
54:26.1,1889,1426.25,18,2.04698205,11.25158596,,181.9283128,149.4166667,1.217590493
54:27.1,1890,1338,16,-,-,,#VALUE!,140.1714286,#VALUE!
54:28.1,1891,1173.5,15,-,-,,#VALUE!,122.9380952,#VALUE!
54:29.1,1892,1095.25,15,-,-,,#VALUE!,114.7404762,#VALUE!
54:30.1,1893,1095.25,14,-,-,,#VALUE!,114.7404762,#VALUE!
54:31.1,1894,1310.75,16,3.01639581,21.9750824,,137.2643686,137.3166667,0.999619142
54:32.1,1895,1686.75,21,3.01639581,21.9750824,,137.2643686,176.7071429,0.776790153
54:33.1,1896,2023.75,25,12.52218056,59.08607101,,211.9311768,212.0119048,0.999619229
54:34.1,1897,2073.25,27,5.66893721,26.11030769,,217.1149141,217.197619,0.999619218
54:35.1,1898,2097.25,26,5.66893721,26.11030769,,217.1149141,219.7119048,0.988180018
54:36.1,1899,2063.5,26,5.66893721,26.11030769,,217.1149141,216.1761905,1.0043424
54:37.1,1900,2026.25,25,-,-,,#VALUE!,212.2738095,#VALUE!
54:38.1,1901,2028.25,25,-,-,,#VALUE!,212.4833333,#VALUE!
54:39.1,1902,2006.25,25,-,-,,#VALUE!,210.1785714,#VALUE!
54:40.1,1903,1835.25,22,-,-,,#VALUE!,192.2642857,#VALUE!
54:41.1,1904,1436,20,-,-,,#VALUE!,150.4380952,#VALUE!
